ID,wearable,engagement_level,pscore,ipw,outcome
261,1,5,0.06389693959271438,1.5204171063487653,0
262,1,1,0.09877895938811594,0.9835090448602698,0
263,1,3,0.048244005031839066,2.013721703577093,1
264,1,5,0.17385405277300292,0.5588020437288574,0
265,0,0,0.20317782169563442,1.1330633415866527,0
266,0,0,0.11997766105356893,1.0259398654365997,0
267,0,0,0.1224471549537561,1.0288269305905164,0
268,0,0,0.20280354337137896,1.1325313760400937,0
269,0,0,0.05368281572042124,0.95406700311295,0
270,0,0,0.1603241322533596,1.075236331875056,0
271,0,0,0.07702264318519918,0.9781930112734751,0
272,0,0,0.04882130291213275,0.9491907280556976,0
273,1,5,0.12652345465681586,0.7678418224005075,0
274,0,0,0.09353255082413187,0.9960092894904774,0
275,0,0,0.18720309750260164,1.1107940953340332,0
276,0,0,0.040713290102289586,0.9411680477635036,0
277,0,0,0.11446327040269944,1.0195511601314093,0
278,0,0,0.07640050695735472,0.9775341008748427,0
279,0,0,0.07176981876568377,0.9726574488230236,0
280,0,0,0.15564444962137158,1.0692770357168178,0
281,1,2,0.21447161903346806,0.4529736868584856,0
282,0,0,0.09955629464628996,1.0026723432368787,0
283,0,0,0.10786807964508373,1.0120140075704527,0
284,0,0,0.05220549455540083,0.9525799050463862,0
285,0,0,0.06271678238141178,0.9632627396165566,0
286,0,0,0.05808201257975527,0.9585229415489317,1
287,0,0,0.12212612759218562,1.0284507016065796,0
288,0,0,0.061494411823498185,0.9620081237386372,0
289,0,0,0.06762268064875454,0.9683311479821408,0
290,0,0,0.11855076840161873,1.0242790709145144,0
291,0,0,0.041972925732519636,0.9424055167649968,0
292,0,0,0.1582510167146469,1.0725881681211795,0
293,0,0,0.030423126964054525,0.9311793887707871,0
294,0,0,0.06844506099694375,0.9691859945116346,0
295,0,0,0.16697385936979112,1.0838195297411304,0
296,1,4,0.3712374923536646,0.2616923182627998,0
297,0,0,0.04068280928896228,0.9411381436109967,0
298,0,0,0.08185799554905096,0.9833446194848784,0
299,0,0,0.09608928508619383,0.9988265268943023,0
300,0,0,0.03995682710300423,0.9404264573597156,0
301,0,0,0.06244392603153044,0.9629824018720675,0
302,0,0,0.08123759020045802,0.9826806042237715,0
303,0,0,0.03628351147084381,0.9368419143454222,0
304,0,0,0.23601037980974282,1.1817568932089189,0
305,0,0,0.02429304435010722,0.9253290598902598,0
306,0,0,0.046763761598718194,0.9471419188952737,0
307,0,0,0.09143506213215558,0.9937099291093558,0
308,0,0,0.060008391748496,0.9604872980507893,0
309,0,0,0.08600853311800788,0.987810097483625,0
310,0,0,0.06442642206837172,0.9650229776645994,1
311,0,0,0.10752260173642852,1.0116222570526856,0
312,0,0,0.0935993589113494,0.996082702363843,0
313,0,0,0.1090875507442608,1.0133992411421968,0
314,0,0,0.050550148644695134,0.9509191019526915,0
315,0,0,0.04950674330971765,0.9498752291454664,0
316,0,0,0.04511204350878324,0.9455035995191202,0
317,0,0,0.03378165756746701,0.9344161255797573,0
318,0,0,0.05134374946985917,0.9517145957720301,0
319,0,0,0.03596340911184623,0.9365308418097693,0
320,0,0,0.0319461253641285,0.9326443740948872,0
321,0,0,0.14055683743620037,1.0505057685334487,0
322,0,0,0.019195141033870437,0.9205195016586687,0
323,0,0,0.04491084414694261,0.9453044194533897,0
324,0,0,0.08277835354894145,0.9843313265591114,0
325,0,0,0.07154723298843225,0.9724242654862525,0
326,0,0,0.13492567302930739,1.0436675460725922,0
327,0,0,0.06758031105129242,0.9682871465507722,0
328,0,0,0.036440427250417934,0.936994479151465,0
329,0,0,0.06743246763958484,0.9681336403753037,0
330,0,0,0.04952242922267456,0.9498909051178642,0
331,0,0,0.2513757345935648,1.2060122036115595,0
332,0,0,0.0465218020245093,0.946901567248117,0
333,0,0,0.11996030802159027,1.0259196354771378,0
334,0,0,0.04823304611086538,0.9486040635374591,0
335,0,0,0.04390212081482666,0.9443070836736395,0
336,0,0,0.18525032403423072,1.1081317693433885,0
337,0,0,0.159282771632721,1.0739044824301842,0
338,0,0,0.022655170279048207,0.9237783559541429,0
339,0,0,0.04326274848055127,0.9436760182234311,0
340,1,3,0.06066486280510527,1.601421243005278,0
341,0,0,0.09734852797950223,1.000219938686812,0
342,0,0,0.15297777469147958,1.065910637316567,0
343,0,0,0.5725372787392652,2.112114004554755,0
344,0,0,0.04973786148656163,0.950106253220079,0
345,0,0,0.06399322062974844,0.9645763469868708,0
346,0,0,0.06819050594895847,0.968921228817666,0
347,1,1,0.05415138148308171,1.7940447194398905,0
348,0,0,0.03480899610408778,0.9354107076792311,0
349,0,0,0.13310849565352062,1.0414798108795986,1
350,0,0,0.047834332687827615,0.9482068415137451,0
351,0,0,0.06312247428744666,0.9636798569943599,0
352,0,0,0.08718871429380444,0.9890872452364716,1
353,0,0,0.06622749367116532,0.9668843255510862,0
354,0,0,0.056047447296355385,0.9564569717132321,0
355,0,0,0.07251188151793007,0.9734356505585317,0
356,1,1,0.10311892188097528,0.9421161337609066,0
357,0,0,0.04042858975190226,0.9408888076047097,0
358,0,0,0.17452468054863546,1.093733487513549,0
359,0,0,0.08128995225036628,0.9827366122874349,0
360,0,0,0.096841524968508,0.9996584486110489,0
361,0,0,0.1063021178883629,1.0102407290779758,0
362,0,0,0.02690747226361156,0.927815160702257,0
363,0,0,0.07808101832665783,0.9793159897425826,0
364,0,0,0.13384363950180903,1.0423637592184922,0
365,0,0,0.147101930844934,1.0585672926828424,0
366,0,0,0.07260174917197905,0.973529979373801,0
367,0,0,0.16982999969014623,1.0875483330678288,0
368,0,0,0.16094954064802064,1.076037787640563,0
369,0,0,0.04740061767483664,0.9477751264085125,0
370,0,0,0.03192290587603571,0.9326220044664035,0
371,0,0,0.10492859787024374,1.0086904774877594,0
372,0,0,0.04216047270435127,0.9425900417254626,0
373,0,0,0.1336769628575174,1.0421632131334073,0
374,0,0,0.07873205094617568,0.9800080431834869,0
375,0,0,0.04952448009465248,0.9498929547284,0
376,1,5,0.10455619001596642,0.9291654562514351,0
377,0,0,0.0970495296930587,0.9998887310983909,0
378,0,0,0.09680656858151644,0.9996197587287129,0
379,0,0,0.08115346392275247,0.9825906335288183,0
380,1,1,0.14350656959206065,0.6769724917560394,0
381,0,0,0.2705248614253787,1.2376706926079064,0
382,0,0,0.0539986970809188,0.9543855777090096,0
383,0,0,0.23662392774741067,1.1827067061923324,0
384,0,0,0.18109430075354782,1.1025078966121407,1
385,0,0,0.0458642170549019,0.9462489680589345,0
386,0,0,0.26104653115696397,1.2217954689535064,0
387,0,0,0.14996458291790374,1.0621322145600727,0
388,0,0,0.08537306841900476,0.9871237865686555,0
389,0,0,0.11126185466466977,1.0158785292818138,1
390,1,5,0.06737918252370081,1.441839992135918,0
391,1,2,0.14969562870071187,0.648983546435625,0
392,0,0,0.069510250939512,0.970295482472006,0
393,0,0,0.12224548598090051,1.028590551891205,0
394,1,2,0.08009873444036827,1.2128780895086837,0
395,0,0,0.061228286704923154,0.9617354115101221,0
396,0,0,0.0459518331058348,0.9463358678619608,0
397,0,0,0.07304170491635194,0.9739920391115655,0
398,0,0,0.15896624812439653,1.073500317896209,0
399,0,0,0.05698357948612469,0.9574064463351712,0
400,0,0,0.06826570033245155,0.9689994243230585,0
401,0,0,0.030303635170537295,0.931064643269735,0
402,0,0,0.03939730972640188,0.93987869193116,0
403,0,0,0.15895112612193407,1.073481016432341,0
404,0,0,0.2017755892117765,1.1310729010509215,0
405,0,0,0.028997093473627708,0.9298118408622719,0
406,0,0,0.10302046132482584,1.0065446992619245,0
407,1,1,0.0956836408821189,1.0153250765173623,0
408,0,0,0.06128225199056145,0.9617907000420585,0
409,0,0,0.0473866880465587,0.9477612675268062,0
410,0,0,0.20475830633252728,1.1353152220127727,0
411,0,0,0.10664285371115605,1.0106260455300469,0
412,0,0,0.08061166863403253,0.9820115931409603,0
413,0,0,0.09629478153660334,0.9990536532864678,0
414,0,0,0.1385891251326465,1.0481061086429047,1
415,1,2,0.05349982052194177,1.8158939423030902,0
416,0,0,0.06161063146903059,0.9621272685700792,0
417,0,0,0.10429100778346354,1.0079724640987409,0
418,0,0,0.030030766899208947,0.9308027194983062,0
419,0,0,0.1589899461275338,1.0735305670160435,0
420,1,4,0.10541117322276423,0.9216290553449338,1
421,0,0,0.038182687525136864,0.9386917747163117,0
422,0,0,0.10388970928033324,1.007521071178441,0
423,0,0,0.050345826810869194,0.9507145079644622,0
424,1,1,0.06721286616539814,1.4454077848879217,0
425,0,0,0.15846203680564613,1.0728571252719445,0
426,0,0,0.02928846690981443,0.9300909376503945,0
427,0,0,0.04632051412352986,0.9467017099252656,0
428,0,0,0.06194356941764279,0.9624687498164716,0
429,0,0,0.07881924780113111,0.9801008084947379,0
430,0,0,0.15808359369839028,1.072374873849962,0
431,0,0,0.059359559060486525,0.9598247754456898,1
432,0,0,0.10076852491698372,1.004024019417861,0
433,0,0,0.02124486963022932,0.9224472720350478,0
434,0,0,0.0749119926317788,0.975961198079323,0
435,0,0,0.05554267621675058,0.9559457873473008,0
436,1,1,0.37000378021420666,0.2625648849961903,0
437,1,5,0.08169109636739912,1.1892360896121787,0
438,0,0,0.26775136840989694,1.2329828435996233,0
439,0,0,0.08136952082185986,0.9828217335088254,0
440,0,0,0.10220712283222685,1.0056328391110454,1
441,0,0,0.03470891716017242,0.9353137266572202,0
442,0,0,0.137862846987483,1.0472231672711518,0
443,0,0,0.02920931049429455,0.9300150998147747,0
444,0,0,0.18139920637472848,1.102918549591824,0
445,0,0,0.053290825785695814,0.95367196663029985,0
446,0,0,0.049271653490277914,0.9496403502792483,0
447,0,0,0.06788926054273493,0.9686080867661718,0
